ID,Scientific
9/32657179,Gallinula chloropus
5/32656505,Gallinula chloropus
6/32654576,Gallinula chloropus
5/32654575,Gallinula chloropus
3/32654043,Gallinula chloropus
4/32652834,Gallinula chloropus
2/32652462,Gallinula chloropus
7/32652107,Gallinula chloropus
5/32650875,Gallinula chloropus
6/32661316,Gallinula chloropus
1/32642891,Gallinula chloropus
3/32637693,Gallinula chloropus
5/32649565,Gallinula chloropus
9/32669439,Fulica atra
9/32673739,Fulica atra
3/32669973,Fulica atra
2/32669972,Fulica atra
5/32666965,Fulica atra
6/32665946,Fulica atra
8/32665928,Fulica atra
3/32665743,Fulica atra
8/32665548,Fulica atra
8/32660268,Fulica atra
9/32657449,Fulica atra
2/32655692,Fulica atra
7/32654437,Fulica atra
6/32654176,Fulica atra
1/32651641,Fulica atra
7/32650617,Fulica atra
2/32650562,Fulica atra
6/32649656,Fulica atra
3/32667353,Fulica atra
7/32664367,Fulica atra
3/32646193,Fulica atra
1/32642951,Fulica atra
2/32641932,Fulica atra
2/32641372,Fulica atra
2/32663752,Grus grus
7/32663747,Grus grus
7/32656577,Grus grus
6/32656576,Grus grus
6/32656476,Grus grus
5/32656475,Grus grus
4/32656474,Grus grus
3/32656473,Grus grus
1/32657901,Grus grus
0/32657900,Grus grus
5/32663765,Grus grus
8/32663778,Grus grus
9/32638629,Grus grus
3/32638623,Grus grus
9/32638619,Grus grus
8/32638618,Grus grus
7/32638617,Grus grus
8/32639708,Grus grus
3/32639703,Grus grus
5/32635565,Grus grus
9/32625729,Grus grus
9/32622989,Grus grus
6/32603086,Grus grus
1/32576451,Grus grus
9/32674199,Haematopus ostralegus
8/32674198,Haematopus ostralegus
7/32674197,Haematopus ostralegus
6/32674196,Haematopus ostralegus
0/32674160,Haematopus ostralegus
9/32674159,Haematopus ostralegus
8/32674158,Haematopus ostralegus
7/32674157,Haematopus ostralegus
6/32674156,Haematopus ostralegus
6/32674136,Haematopus ostralegus
5/32674135,Haematopus ostralegus
5/32670575,Haematopus ostralegus
6/32667846,Haematopus ostralegus
8/32675238,Haematopus ostralegus
9/32657479,Haematopus ostralegus
8/32657478,Haematopus ostralegus
4/32658864,Haematopus ostralegus
3/32658863,Haematopus ostralegus
1/32654851,Haematopus ostralegus
0/32654430,Haematopus ostralegus
7/32653487,Haematopus ostralegus
6/32653486,Haematopus ostralegus
2/32664342,Haematopus ostralegus
4/32648934,Haematopus ostralegus
5/31458025,Himantopus himantopus
0/30906530,Himantopus himantopus
2/30801622,Himantopus himantopus
6/30785226,Himantopus himantopus
5/30785225,Himantopus himantopus
4/30944504,Himantopus himantopus
0/30776740,Himantopus himantopus
0/30776030,Himantopus himantopus
2/30756942,Himantopus himantopus
1/30756941,Himantopus himantopus
7/30737227,Himantopus himantopus
6/30644316,Himantopus himantopus
6/30631536,Himantopus himantopus
6/30600276,Himantopus himantopus
1/30937211,Himantopus himantopus
6/30565566,Himantopus himantopus
6/30461636,Himantopus himantopus
3/30461313,Himantopus himantopus
2/30461312,Himantopus himantopus
1/30461311,Himantopus himantopus
8/30450378,Himantopus himantopus
8/30398218,Himantopus himantopus
9/30397979,Himantopus himantopus
7/30371567,Himantopus himantopus
8/32661578,Recurvirostra avosetta
2/32641172,Recurvirostra avosetta
0/32641170,Recurvirostra avosetta
2/32647952,Recurvirostra avosetta
2/32637272,Recurvirostra avosetta
3/32630733,Recurvirostra avosetta
7/32620217,Recurvirostra avosetta
9/32619729,Recurvirostra avosetta
1/32611061,Recurvirostra avosetta
8/32596478,Recurvirostra avosetta
2/32587392,Recurvirostra avosetta
1/32587391,Recurvirostra avosetta
4/32587254,Recurvirostra avosetta
1/32587221,Recurvirostra avosetta
9/32584879,Recurvirostra avosetta
2/32649682,Recurvirostra avosetta
8/32562398,Recurvirostra avosetta
7/32559697,Recurvirostra avosetta
0/32539220,Recurvirostra avosetta
5/32538595,Recurvirostra avosetta
0/32528660,Recurvirostra avosetta
6/32495846,Recurvirostra avosetta
3/32503003,Recurvirostra avosetta
8/32486388,Recurvirostra avosetta
3/32519223,Charadrius dubius
2/32519222,Charadrius dubius
7/32493897,Charadrius dubius
4/32493894,Charadrius dubius
2/32493892,Charadrius dubius
4/32477154,Charadrius dubius
4/32451524,Charadrius dubius
9/32451269,Charadrius dubius
7/32444717,Charadrius dubius
4/32524874,Charadrius dubius
3/32524403,Charadrius dubius
8/32441458,Charadrius dubius
8/32434848,Charadrius dubius
3/32429553,Charadrius dubius
6/32418856,Charadrius dubius
3/32385443,Charadrius dubius
6/32269686,Charadrius dubius
5/32218475,Charadrius dubius
1/32140461,Charadrius dubius
4/32155544,Charadrius dubius
8/32133468,Charadrius dubius
7/32133467,Charadrius dubius
6/32133466,Charadrius dubius
5/32133465,Charadrius dubius
6/32675776,Charadrius hiaticula
8/32596448,Charadrius hiaticula
0/32556860,Charadrius hiaticula
6/32528096,Charadrius hiaticula
8/32597398,Charadrius hiaticula
8/32500548,Charadrius hiaticula
7/32500547,Charadrius hiaticula
9/32500529,Charadrius hiaticula
8/32484038,Charadrius hiaticula
4/32474454,Charadrius hiaticula
8/32474438,Charadrius hiaticula
7/32474437,Charadrius hiaticula
6/32474436,Charadrius hiaticula
8/32467628,Charadrius hiaticula
6/32458396,Charadrius hiaticula
8/32462768,Charadrius hiaticula
7/32462767,Charadrius hiaticula
6/32462736,Charadrius hiaticula
5/32462735,Charadrius hiaticula
6/32441996,Charadrius hiaticula
5/32441995,Charadrius hiaticula
3/32410923,Charadrius hiaticula
2/32410922,Charadrius hiaticula
9/32413119,Charadrius hiaticula
0/32674150,Vanellus vanellus
9/32674149,Vanellus vanellus
4/32672814,Vanellus vanellus
9/32669429,Vanellus vanellus
8/32669428,Vanellus vanellus
1/32674021,Vanellus vanellus
1/32669061,Vanellus vanellus
0/32669060,Vanellus vanellus
9/32669059,Vanellus vanellus
8/32669058,Vanellus vanellus
9/32669019,Vanellus vanellus
8/32669018,Vanellus vanellus
7/32669017,Vanellus vanellus
6/32669016,Vanellus vanellus
5/32669015,Vanellus vanellus
4/32668844,Vanellus vanellus
3/32668843,Vanellus vanellus
2/32668842,Vanellus vanellus
1/32668841,Vanellus vanellus
1/32667441,Vanellus vanellus
7/32665807,Vanellus vanellus
0/32665560,Vanellus vanellus
8/32665558,Vanellus vanellus
4/32659084,Vanellus vanellus
4/32671344,Calidris alpina
5/32675695,Calidris alpina
6/32675646,Calidris alpina
7/32673817,Calidris alpina
7/32663847,Calidris alpina
9/32658109,Calidris alpina
2/32646262,Calidris alpina
5/32645615,Calidris alpina
4/32642004,Calidris alpina
1/32637281,Calidris alpina
5/32639655,Calidris alpina
1/32636311,Calidris alpina
0/32643240,Calidris alpina
8/32620298,Calidris alpina
6/32610626,Calidris alpina
5/32610625,Calidris alpina
4/32610624,Calidris alpina
0/32608350,Calidris alpina
9/32608349,Calidris alpina
2/32608292,Calidris alpina
1/32608291,Calidris alpina
6/32607826,Calidris alpina
5/32604695,Calidris alpina
1/32612751,Calidris alpina
7/32669427,Calidris pugnax
7/32667737,Calidris pugnax
5/32667735,Calidris pugnax
3/32655753,Calidris pugnax
1/32654921,Calidris pugnax
7/32632517,Calidris pugnax
6/32632516,Calidris pugnax
1/32643161,Calidris pugnax
4/32603144,Calidris pugnax
8/32593128,Calidris pugnax
7/32593127,Calidris pugnax
5/32565535,Calidris pugnax
3/32564483,Calidris pugnax
7/32553677,Calidris pugnax
6/32553676,Calidris pugnax
5/32553175,Calidris pugnax
3/32533353,Calidris pugnax
0/32517810,Calidris pugnax
9/32517809,Calidris pugnax
8/32507678,Calidris pugnax
3/32500533,Calidris pugnax
2/32500532,Calidris pugnax
2/32503852,Calidris pugnax
7/32482307,Calidris pugnax
7/32675957,Gallinago gallinago
8/32664818,Gallinago gallinago
0/32662770,Gallinago gallinago
5/32652785,Gallinago gallinago
4/32645544,Gallinago gallinago
2/32642962,Gallinago gallinago
1/32642961,Gallinago gallinago
3/32641643,Gallinago gallinago
7/32647947,Gallinago gallinago
3/32637943,Gallinago gallinago
2/32637942,Gallinago gallinago
9/32632549,Gallinago gallinago
0/32626840,Gallinago gallinago
9/32626049,Gallinago gallinago
0/32625930,Gallinago gallinago
9/32625929,Gallinago gallinago
0/32627220,Gallinago gallinago
1/32622161,Gallinago gallinago
9/32619429,Gallinago gallinago
6/32616776,Gallinago gallinago
5/32617835,Gallinago gallinago
6/32621846,Gallinago gallinago
6/32611056,Gallinago gallinago
4/32611054,Gallinago gallinago
1/32587671,Limosa limosa
6/32584886,Limosa limosa
1/32584051,Limosa limosa
0/32584050,Limosa limosa
8/32581168,Limosa limosa
2/32575992,Limosa limosa
1/32575991,Limosa limosa
3/32571533,Limosa limosa
2/32571532,Limosa limosa
8/32485068,Limosa limosa
2/32537132,Limosa limosa
1/32537131,Limosa limosa
0/32537130,Limosa limosa
3/32467983,Limosa limosa
5/32393905,Limosa limosa
6/32343976,Limosa limosa
4/32342524,Limosa limosa
3/32342523,Limosa limosa
2/32342522,Limosa limosa
4/32339364,Limosa limosa
3/32339363,Limosa limosa
2/32339362,Limosa limosa
7/32333257,Limosa limosa
8/32319338,Limosa limosa
3/32676163,Numenius arquata
2/32676162,Numenius arquata
3/32671723,Numenius arquata
3/32667573,Numenius arquata
8/32675218,Numenius arquata
5/32658095,Numenius arquata
4/32658094,Numenius arquata
1/32657381,Numenius arquata
7/32651237,Numenius arquata
1/32650371,Numenius arquata
5/32673465,Numenius arquata
3/32664603,Numenius arquata
7/32648167,Numenius arquata
5/32645825,Numenius arquata
3/32645823,Numenius arquata
2/32645822,Numenius arquata
5/32645285,Numenius arquata
5/32642125,Numenius arquata
4/32642124,Numenius arquata
3/32642123,Numenius arquata
3/32641353,Numenius arquata
6/32641156,Numenius arquata
5/32641155,Numenius arquata
6/32638266,Numenius arquata
8/32671698,Tringa totanus
2/32660432,Tringa totanus
7/32663697,Tringa totanus
9/32655789,Tringa totanus
8/32655788,Tringa totanus
7/32655787,Tringa totanus
3/32653133,Tringa totanus
7/32654647,Tringa totanus
6/32654646,Tringa totanus
2/32651282,Tringa totanus
6/32647356,Tringa totanus
5/32647355,Tringa totanus
2/32647342,Tringa totanus
6/32646266,Tringa totanus
0/32645830,Tringa totanus
9/32645829,Tringa totanus
8/32645828,Tringa totanus
8/32639318,Tringa totanus
2/32638902,Tringa totanus
5/32636395,Tringa totanus
4/32636394,Tringa totanus
7/32648857,Tringa totanus
2/32632562,Tringa totanus
2/32631492,Tringa totanus
7/32652097,Actitis hypoleucos
5/32645855,Actitis hypoleucos
5/32637045,Actitis hypoleucos
9/32637859,Actitis hypoleucos
0/32649560,Actitis hypoleucos
9/32649559,Actitis hypoleucos
9/32630309,Actitis hypoleucos
4/32618584,Actitis hypoleucos
9/32614249,Actitis hypoleucos
8/32614248,Actitis hypoleucos
7/32614247,Actitis hypoleucos
0/32604060,Actitis hypoleucos
1/32591741,Actitis hypoleucos
0/32591740,Actitis hypoleucos
9/32591739,Actitis hypoleucos
8/32591738,Actitis hypoleucos
8/32575878,Actitis hypoleucos
9/32572469,Actitis hypoleucos
8/32572468,Actitis hypoleucos
2/32555782,Actitis hypoleucos
1/32555781,Actitis hypoleucos
4/32539644,Actitis hypoleucos
3/32537373,Actitis hypoleucos
1/32536921,Actitis hypoleucos
8/32673708,Chroicocephalus ridibundus
7/32673707,Chroicocephalus ridibundus
6/32673706,Chroicocephalus ridibundus
5/32673705,Chroicocephalus ridibundus
2/32673692,Chroicocephalus ridibundus
1/32673691,Chroicocephalus ridibundus
6/32673686,Chroicocephalus ridibundus
5/32673685,Chroicocephalus ridibundus
1/32673681,Chroicocephalus ridibundus
0/32673680,Chroicocephalus ridibundus
9/32673679,Chroicocephalus ridibundus
8/32673678,Chroicocephalus ridibundus
7/32673677,Chroicocephalus ridibundus
7/32669437,Chroicocephalus ridibundus
6/32669436,Chroicocephalus ridibundus
8/32671478,Chroicocephalus ridibundus
4/32670164,Chroicocephalus ridibundus
3/32670163,Chroicocephalus ridibundus
7/32667047,Chroicocephalus ridibundus
9/32666979,Chroicocephalus ridibundus
4/32665714,Chroicocephalus ridibundus
3/32665713,Chroicocephalus ridibundus
6/32665686,Chroicocephalus ridibundus
8/32665498,Chroicocephalus ridibundus
8/32675908,Larus canus
7/32675647,Larus canus
6/32671226,Larus canus
5/32671225,Larus canus
1/32671171,Larus canus
5/32671135,Larus canus
0/32670740,Larus canus
4/32670704,Larus canus
3/32670703,Larus canus
2/32670702,Larus canus
1/32670701,Larus canus
7/32669477,Larus canus
6/32669476,Larus canus
5/32669475,Larus canus
4/32669474,Larus canus
3/32669473,Larus canus
0/32669440,Larus canus
9/32672179,Larus canus
2/32672172,Larus canus
7/32669987,Larus canus
6/32669986,Larus canus
5/32669985,Larus canus
4/32669984,Larus canus
3/32668983,Larus canus
1/32671771,Larus fuscus
5/32660165,Larus fuscus
4/32660164,Larus fuscus
6/32654116,Larus fuscus
5/32654115,Larus fuscus
4/32640094,Larus fuscus
3/32640093,Larus fuscus
8/32622838,Larus fuscus
7/32622837,Larus fuscus
3/32616993,Larus fuscus
4/32616034,Larus fuscus
8/32615038,Larus fuscus
2/32633162,Larus fuscus
1/32633161,Larus fuscus
0/32633160,Larus fuscus
0/32633130,Larus fuscus
6/32605896,Larus fuscus
4/32602394,Larus fuscus
8/32596008,Larus fuscus
5/32596005,Larus fuscus
1/32597271,Larus fuscus
1/32592641,Larus fuscus
1/32647001,Larus fuscus
9/32646999,Larus fuscus
5/32673495,Larus argentatus
4/32673494,Larus argentatus
3/32673493,Larus argentatus
2/32673492,Larus argentatus
9/32673429,Larus argentatus
0/32671130,Larus argentatus
5/32670425,Larus argentatus
1/32670461,Larus argentatus
4/32670444,Larus argentatus
6/32669916,Larus argentatus
5/32669915,Larus argentatus
3/32671683,Larus argentatus
8/32667848,Larus argentatus
3/32667673,Larus argentatus
1/32667571,Larus argentatus
7/32672007,Larus argentatus
7/32671777,Larus argentatus
1/32670041,Larus argentatus
0/32670040,Larus argentatus
9/32670009,Larus argentatus
5/32670005,Larus argentatus
4/32670004,Larus argentatus
3/32670003,Larus argentatus
4/32669964,Larus argentatus
6/32674386,Larus marinus
1/32673491,Larus marinus
3/32670413,Larus marinus
9/32670039,Larus marinus
9/32669699,Larus marinus
8/32669698,Larus marinus
7/32669697,Larus marinus
6/32669696,Larus marinus
7/32667607,Larus marinus
9/32666839,Larus marinus
5/32664155,Larus marinus
0/32664010,Larus marinus
0/32663370,Larus marinus
9/32660339,Larus marinus
6/32659376,Larus marinus
5/32659375,Larus marinus
2/32658142,Larus marinus
2/32657652,Larus marinus
7/32657357,Larus marinus
9/32657289,Larus marinus
8/32657198,Larus marinus
7/32655707,Larus marinus
0/32657670,Larus marinus
0/32654110,Larus marinus
2/32671122,Rissa tridactyla
9/32667969,Rissa tridactyla
8/32667968,Rissa tridactyla
2/32669622,Rissa tridactyla
1/32669621,Rissa tridactyla
0/32669620,Rissa tridactyla
9/32669619,Rissa tridactyla
8/32669618,Rissa tridactyla
7/32667127,Rissa tridactyla
9/32661779,Rissa tridactyla
4/32660874,Rissa tridactyla
3/32660873,Rissa tridactyla
2/32660872,Rissa tridactyla
1/32660081,Rissa tridactyla
1/32671281,Rissa tridactyla
8/32671518,Rissa tridactyla
7/32671517,Rissa tridactyla
1/32671561,Rissa tridactyla
0/32671560,Rissa tridactyla
9/32671559,Rissa tridactyla
1/32658071,Rissa tridactyla
8/32656918,Rissa tridactyla
7/32656917,Rissa tridactyla
4/32655564,Rissa tridactyla
3/32660563,Thalasseus sandvicensis
3/32647393,Thalasseus sandvicensis
2/32647392,Thalasseus sandvicensis
1/32647391,Thalasseus sandvicensis
0/32647390,Thalasseus sandvicensis
9/32647389,Thalasseus sandvicensis
2/32647182,Thalasseus sandvicensis
1/32647181,Thalasseus sandvicensis
7/32651357,Thalasseus sandvicensis
6/32651356,Thalasseus sandvicensis
9/32640239,Thalasseus sandvicensis
8/32640238,Thalasseus sandvicensis
7/32640237,Thalasseus sandvicensis
6/32640236,Thalasseus sandvicensis
1/32606231,Thalasseus sandvicensis
2/32615492,Thalasseus sandvicensis
1/32615491,Thalasseus sandvicensis
4/32590404,Thalasseus sandvicensis
0/32583510,Thalasseus sandvicensis
9/32583509,Thalasseus sandvicensis
8/32583508,Thalasseus sandvicensis
7/32589647,Thalasseus sandvicensis
5/32576635,Thalasseus sandvicensis
6/32566856,Thalasseus sandvicensis
3/32654403,Sterna hirundo
9/32633259,Sterna hirundo
3/32622633,Sterna hirundo
1/32622191,Sterna hirundo
7/32622147,Sterna hirundo
1/32570931,Sterna hirundo
1/32497301,Sterna hirundo
8/32497188,Sterna hirundo
2/32525442,Sterna hirundo
1/32525441,Sterna hirundo
0/32399920,Sterna hirundo
9/32399919,Sterna hirundo
8/32399918,Sterna hirundo
3/32391863,Sterna hirundo
2/32391862,Sterna hirundo
1/32391861,Sterna hirundo
1/32363541,Sterna hirundo
0/32363540,Sterna hirundo
5/32310415,Sterna hirundo
9/32314379,Sterna hirundo
0/32278290,Sterna hirundo
5/32265985,Sterna hirundo
0/32242980,Sterna hirundo
9/32242979,Sterna hirundo
8/31994628,Sterna paradisaea
8/31994618,Sterna paradisaea
2/31976462,Sterna paradisaea
1/31976461,Sterna paradisaea
7/31973267,Sterna paradisaea
6/31973266,Sterna paradisaea
3/31973263,Sterna paradisaea
2/31973262,Sterna paradisaea
4/31965144,Sterna paradisaea
9/31963469,Sterna paradisaea
1/31963381,Sterna paradisaea
1/31961151,Sterna paradisaea
0/31952000,Sterna paradisaea
9/31931749,Sterna paradisaea
8/31931748,Sterna paradisaea
1/31926601,Sterna paradisaea
0/31926600,Sterna paradisaea
8/31926598,Sterna paradisaea
5/31923365,Sterna paradisaea
5/31923355,Sterna paradisaea
6/31921906,Sterna paradisaea
5/31921905,Sterna paradisaea
4/31921904,Sterna paradisaea
3/31921903,Sterna paradisaea
3/31540083,Chlidonias niger
5/31413695,Chlidonias niger
6/31405216,Chlidonias niger
5/31405215,Chlidonias niger
4/31405214,Chlidonias niger
3/31405213,Chlidonias niger
3/31324623,Chlidonias niger
4/31291284,Chlidonias niger
6/31291276,Chlidonias niger
1/31291211,Chlidonias niger
8/31257958,Chlidonias niger
7/31257957,Chlidonias niger
6/31257956,Chlidonias niger
4/31246494,Chlidonias niger
3/31184263,Chlidonias niger
2/31184262,Chlidonias niger
1/31184261,Chlidonias niger
2/31172852,Chlidonias niger
3/31172843,Chlidonias niger
0/31172820,Chlidonias niger
9/31172819,Chlidonias niger
8/31172818,Chlidonias niger
9/31168969,Chlidonias niger
8/31168968,Chlidonias niger
7/32675707,Columba palumbus
9/32669739,Columba palumbus
6/32669526,Columba palumbus
7/32666977,Columba palumbus
2/32665642,Columba palumbus
1/32665641,Columba palumbus
9/32662409,Columba palumbus
5/32661115,Columba palumbus
4/32653574,Columba palumbus
8/32651618,Columba palumbus
1/32651131,Columba palumbus
7/32650267,Columba palumbus
4/32647604,Columba palumbus
8/32640368,Columba palumbus
4/32635564,Columba palumbus
3/32635563,Columba palumbus
0/32634720,Columba palumbus
1/32633051,Columba palumbus
9/32626529,Columba palumbus
8/32626528,Columba palumbus
5/32623765,Columba palumbus
4/32623764,Columba palumbus
3/32623583,Columba palumbus
2/32623582,Columba palumbus
1/32676571,Streptopelia decaocto
3/32669763,Streptopelia decaocto
5/32669735,Streptopelia decaocto
1/32668141,Streptopelia decaocto
4/32667674,Streptopelia decaocto
7/32665687,Streptopelia decaocto
4/32665674,Streptopelia decaocto
2/32665522,Streptopelia decaocto
1/32665521,Streptopelia decaocto
0/32665520,Streptopelia decaocto
5/32660095,Streptopelia decaocto
8/32652838,Streptopelia decaocto
7/32649657,Streptopelia decaocto
8/32649278,Streptopelia decaocto
7/32644057,Streptopelia decaocto
1/32635641,Streptopelia decaocto
1/32634771,Streptopelia decaocto
5/32667205,Streptopelia decaocto
2/32657282,Streptopelia decaocto
5/32627295,Streptopelia decaocto
6/32627286,Streptopelia decaocto
9/32622289,Streptopelia decaocto
9/32631739,Streptopelia decaocto
1/32613201,Streptopelia decaocto
9/32669569,Streptopelia turtur
7/31219607,Streptopelia turtur
5/31219605,Streptopelia turtur
8/31129678,Streptopelia turtur
3/30951013,Streptopelia turtur
2/30951012,Streptopelia turtur
6/30705386,Streptopelia turtur
5/30705385,Streptopelia turtur
3/30717183,Streptopelia turtur
1/30659031,Streptopelia turtur
2/30633012,Streptopelia turtur
1/30633011,Streptopelia turtur
5/31229565,Streptopelia turtur
4/31229564,Streptopelia turtur
3/31229563,Streptopelia turtur
2/31229562,Streptopelia turtur
4/31229844,Streptopelia turtur
8/30563448,Streptopelia turtur
2/30526112,Streptopelia turtur
5/30524145,Streptopelia turtur
4/30523434,Streptopelia turtur
4/30391054,Streptopelia turtur
6/30403766,Streptopelia turtur
3/30368503,Streptopelia turtur
1/31602381,Cuculus canorus
7/31596467,Cuculus canorus
6/31596466,Cuculus canorus
8/31199048,Cuculus canorus
7/31199047,Cuculus canorus
4/31253784,Cuculus canorus
2/30943222,Cuculus canorus
7/30957707,Cuculus canorus
7/30923077,Cuculus canorus
5/30895295,Cuculus canorus
9/30889129,Cuculus canorus
8/30889128,Cuculus canorus
5/31014555,Cuculus canorus
7/31014527,Cuculus canorus
6/31014526,Cuculus canorus
5/31014525,Cuculus canorus
0/30859680,Cuculus canorus
9/30859679,Cuculus canorus
0/30831810,Cuculus canorus
5/30821345,Cuculus canorus
9/30774749,Cuculus canorus
8/30774748,Cuculus canorus
7/30774747,Cuculus canorus
1/30764991,Cuculus canorus
0/32668150,Tyto alba
9/32670899,Tyto alba
8/32670898,Tyto alba
7/32670897,Tyto alba
0/32656080,Tyto alba
4/32571184,Tyto alba
9/32569879,Tyto alba
0/32565310,Tyto alba
7/32545157,Tyto alba
6/32525176,Tyto alba
3/32518833,Tyto alba
2/32518832,Tyto alba
7/32514127,Tyto alba
6/32514126,Tyto alba
4/32462394,Tyto alba
3/32462393,Tyto alba
7/32457767,Tyto alba
8/32457398,Tyto alba
7/32457397,Tyto alba
5/32456445,Tyto alba
6/32456346,Tyto alba
5/32455895,Tyto alba
3/32455073,Tyto alba
2/32455072,Tyto alba
5/32655755,Athene noctua
0/32643900,Athene noctua
0/32638660,Athene noctua
1/32628921,Athene noctua
0/32628920,Athene noctua
7/32614687,Athene noctua
4/32607894,Athene noctua
9/32608809,Athene noctua
8/32608808,Athene noctua
7/32608807,Athene noctua
2/32600692,Athene noctua
1/32567101,Athene noctua
6/32545576,Athene noctua
3/32574563,Athene noctua
6/32544276,Athene noctua
5/32544275,Athene noctua
3/32538033,Athene noctua
6/32536366,Athene noctua
3/32536273,Athene noctua
5/32536235,Athene noctua
2/32532302,Athene noctua
1/32532301,Athene noctua
8/32532298,Athene noctua
2/32531972,Athene noctua
0/32675440,Asio otus
9/32675439,Asio otus
5/32594785,Asio otus
4/32484334,Asio otus
3/32484333,Asio otus
2/32484332,Asio otus
8/32471028,Asio otus
9/32565309,Asio otus
8/32310068,Asio otus
0/32301190,Asio otus
4/32546004,Asio otus
3/32546003,Asio otus
2/32546002,Asio otus
6/32301846,Asio otus
5/32301845,Asio otus
4/32301844,Asio otus
3/32301843,Asio otus
2/32301842,Asio otus
4/32292524,Asio otus
8/32291048,Asio otus
5/32289995,Asio otus
4/32289994,Asio otus
3/32288363,Asio otus
2/32288362,Asio otus
8/32675458,Asio flammeus
3/32675443,Asio flammeus
7/32660667,Asio flammeus
6/32660666,Asio flammeus
5/32660665,Asio flammeus
2/32660552,Asio flammeus
1/32660551,Asio flammeus
9/32658039,Asio flammeus
0/32661930,Asio flammeus
9/32661929,Asio flammeus
8/32656278,Asio flammeus
7/32656277,Asio flammeus
6/32656276,Asio flammeus
9/32661179,Asio flammeus
8/32656188,Asio flammeus
4/32654994,Asio flammeus
3/32654993,Asio flammeus
0/32646390,Asio flammeus
9/32646389,Asio flammeus
6/32635786,Asio flammeus
2/32615622,Asio flammeus
6/32615616,Asio flammeus
8/32615608,Asio flammeus
6/32606676,Asio flammeus
7/31656617,Apus apus
6/31656616,Apus apus
5/31656615,Apus apus
3/31656573,Apus apus
2/31656572,Apus apus
1/31656571,Apus apus
0/31656570,Apus apus
9/31660609,Apus apus
8/31660608,Apus apus
4/31998104,Apus apus
7/31997997,Apus apus
4/31267454,Apus apus
8/31268828,Apus apus
7/31268827,Apus apus
6/31268826,Apus apus
5/31268825,Apus apus
4/31268824,Apus apus
3/31268823,Apus apus
2/31268822,Apus apus
1/31328571,Apus apus
2/31252422,Apus apus
1/31252421,Apus apus
0/31252420,Apus apus
3/31256523,Apus apus
9/32677269,Alcedo atthis
4/32671614,Alcedo atthis
6/32670686,Alcedo atthis
4/32669914,Alcedo atthis
5/32669905,Alcedo atthis
9/32669899,Alcedo atthis
6/32669826,Alcedo atthis
9/32669809,Alcedo atthis
2/32669362,Alcedo atthis
9/32668179,Alcedo atthis
2/32668432,Alcedo atthis
2/32668392,Alcedo atthis
6/32674006,Alcedo atthis
5/32674005,Alcedo atthis
4/32674004,Alcedo atthis
8/32669568,Alcedo atthis
7/32669567,Alcedo atthis
5/32669675,Alcedo atthis
4/32669674,Alcedo atthis
5/32668215,Alcedo atthis
9/32667759,Alcedo atthis
8/32667758,Alcedo atthis
9/32667099,Alcedo atthis
4/32665814,Alcedo atthis
0/31565190,Merops apiaster
0/31633470,Merops apiaster
4/31633414,Merops apiaster
7/31442607,Merops apiaster
6/31445356,Merops apiaster
4/31439004,Merops apiaster
4/31440844,Merops apiaster
2/31438672,Merops apiaster
0/31440480,Merops apiaster
5/31438275,Merops apiaster
9/32199369,Merops apiaster
3/31425303,Merops apiaster
4/32456954,Merops apiaster
8/29983108,Merops apiaster
0/29975160,Merops apiaster
1/29970691,Merops apiaster
1/30872841,Merops apiaster
0/29726330,Merops apiaster
7/29634187,Merops apiaster
6/29634186,Merops apiaster
6/29259646,Merops apiaster
0/29259600,Merops apiaster
9/29259599,Merops apiaster
8/29259508,Merops apiaster
3/32495503,Upupa epops
9/32442709,Upupa epops
4/31876624,Upupa epops
9/31629489,Upupa epops
9/31666799,Upupa epops
7/31543857,Upupa epops
7/31543847,Upupa epops
4/31543844,Upupa epops
2/31543842,Upupa epops
8/31543838,Upupa epops
1/31697121,Upupa epops
9/31523579,Upupa epops
8/31523578,Upupa epops
5/31520955,Upupa epops
4/31520954,Upupa epops
3/31520953,Upupa epops
1/31532751,Upupa epops
5/31587575,Upupa epops
8/31518838,Upupa epops
2/31507682,Upupa epops
1/31507681,Upupa epops
0/31507680,Upupa epops
5/31507165,Upupa epops
1/31506651,Upupa epops
0/32670000,Picus viridis
8/32669758,Picus viridis
0/32669300,Picus viridis
6/32672096,Picus viridis
6/32664966,Picus viridis
5/32664965,Picus viridis
0/32655370,Picus viridis
6/32660226,Picus viridis
6/32654396,Picus viridis
5/32654395,Picus viridis
9/32661199,Picus viridis
4/32647184,Picus viridis
3/32646863,Picus viridis
4/32645594,Picus viridis
2/32637482,Picus viridis
2/32634962,Picus viridis
1/32634961,Picus viridis
0/32634960,Picus viridis
6/32674816,Picus viridis
5/32674815,Picus viridis
4/32674814,Picus viridis
2/32648972,Picus viridis
5/32624035,Picus viridis
4/32624034,Picus viridis
3/32675363,Dendrocopos major
2/32675362,Dendrocopos major
8/32672478,Dendrocopos major
7/32672477,Dendrocopos major
3/32671223,Dendrocopos major
4/32670644,Dendrocopos major
8/32669678,Dendrocopos major
6/32669376,Dendrocopos major
8/32668358,Dendrocopos major
7/32667957,Dendrocopos major
3/32667393,Dendrocopos major
8/32675208,Dendrocopos major
2/32670602,Dendrocopos major
0/32670410,Dendrocopos major
9/32664349,Dendrocopos major
8/32664218,Dendrocopos major
2/32664152,Dendrocopos major
1/32661551,Dendrocopos major
